Time,Timestamp,LeftClick,RightClick,LeftSide,RightSide
4.941,Sat Jul 07 04:15:01.707 2018,0,9,0,0,
4.946,Sat Jul 07 04:15:01.712 2018,0,8,0,0,
4.95,Sat Jul 07 04:15:01.716 2018,0,9,0,0,
4.953,Sat Jul 07 04:15:01.719 2018,0,8,0,0,
4.955,Sat Jul 07 04:15:01.721 2018,0,9,0,0,
4.957,Sat Jul 07 04:15:01.723 2018,0,9,0,0,
5.038,Sat Jul 07 04:15:01.804 2018,0,8,0,0,
5.041,Sat Jul 07 04:15:01.807 2018,0,8,0,0,
5.045,Sat Jul 07 04:15:01.811 2018,0,7,0,0,
5.048,Sat Jul 07 04:15:01.814 2018,0,6,0,0,
5.053,Sat Jul 07 04:15:01.819 2018,0,6,0,0,
5.056,Sat Jul 07 04:15:01.822 2018,0,7,0,0,
5.06,Sat Jul 07 04:15:01.826 2018,0,7,0,0,
5.08,Sat Jul 07 04:15:01.847 2018,0,7,0,0,
5.105,Sat Jul 07 04:15:01.871 2018,0,7,0,0,
5.129,Sat Jul 07 04:15:01.896 2018,0,7,0,0,
5.132,Sat Jul 07 04:15:01.899 2018,0,7,0,0,
5.135,Sat Jul 07 04:15:01.901 2018,0,7,0,0,
5.138,Sat Jul 07 04:15:01.904 2018,0,0,0,0,
5.141,Sat Jul 07 04:15:01.907 2018,0,0,0,0,
5.143,Sat Jul 07 04:15:01.909 2018,0,0,0,0,
5.147,Sat Jul 07 04:15:01.913 2018,0,0,0,0,
5.15,Sat Jul 07 04:15:01.916 2018,0,0,0,0,
5.153,Sat Jul 07 04:15:01.919 2018,0,0,0,0,
5.156,Sat Jul 07 04:15:01.922 2018,0,0,0,0,
5.161,Sat Jul 07 04:15:01.927 2018,0,0,0,0,
5.17,Sat Jul 07 04:15:01.937 2018,0,0,0,0,
5.195,Sat Jul 07 04:15:01.962 2018,0,0,0,0,
5.22,Sat Jul 07 04:15:01.987 2018,0,0,0,0,
5.245,Sat Jul 07 04:15:02.012 2018,0,0,0,0,
5.27,Sat Jul 07 04:15:02.037 2018,0,0,0,0,
5.295,Sat Jul 07 04:15:02.061 2018,0,0,0,0,
5.322,Sat Jul 07 04:15:02.087 2018,0,1,0,0,
5.347,Sat Jul 07 04:15:02.112 2018,0,0,0,0,
5.372,Sat Jul 07 04:15:02.137 2018,0,0,0,0,
5.397,Sat Jul 07 04:15:02.163 2018,0,0,0,0,
5.422,Sat Jul 07 04:15:02.188 2018,0,0,0,0,
5.447,Sat Jul 07 04:15:02.213 2018,0,0,0,0,
5.472,Sat Jul 07 04:15:02.238 2018,0,0,0,0,
5.497,Sat Jul 07 04:15:02.263 2018,0,1,0,0,
5.516,Sat Jul 07 04:15:02.282 2018,0,0,0,0,
5.52,Sat Jul 07 04:15:02.286 2018,0,0,0,0,
5.525,Sat Jul 07 04:15:02.291 2018,0,0,0,0,
5.529,Sat Jul 07 04:15:02.295 2018,0,0,0,0,
5.539,Sat Jul 07 04:15:02.305 2018,0,0,0,0,
5.579,Sat Jul 07 04:15:02.346 2018,0,0,0,0,
5.582,Sat Jul 07 04:15:02.348 2018,0,0,0,0,
5.584,Sat Jul 07 04:15:02.351 2018,0,0,0,0,
5.587,Sat Jul 07 04:15:02.353 2018,0,0,0,0,
5.59,Sat Jul 07 04:15:02.356 2018,0,0,0,0,
5.592,Sat Jul 07 04:15:02.358 2018,0,0,0,0,
5.594,Sat Jul 07 04:15:02.361 2018,0,0,0,0,
5.596,Sat Jul 07 04:15:02.363 2018,0,0,0,0,
5.599,Sat Jul 07 04:15:02.365 2018,0,0,0,0,
5.609,Sat Jul 07 04:15:02.376 2018,0,0,0,0,
5.634,Sat Jul 07 04:15:02.401 2018,0,0,0,0,
5.659,Sat Jul 07 04:15:02.426 2018,0,0,0,0,
5.684,Sat Jul 07 04:15:02.450 2018,0,0,0,0,
5.698,Sat Jul 07 04:15:02.464 2018,0,0,0,0,
5.701,Sat Jul 07 04:15:02.466 2018,0,0,0,0,
5.703,Sat Jul 07 04:15:02.469 2018,0,0,0,0,
5.705,Sat Jul 07 04:15:02.471 2018,0,0,0,0,
5.709,Sat Jul 07 04:15:02.474 2018,0,0,0,0,
5.712,Sat Jul 07 04:15:02.478 2018,0,0,0,0,
5.719,Sat Jul 07 04:15:02.485 2018,0,0,0,0,
5.723,Sat Jul 07 04:15:02.489 2018,0,0,0,0,
5.726,Sat Jul 07 04:15:02.492 2018,0,0,0,0,
5.729,Sat Jul 07 04:15:02.495 2018,0,0,0,0,
5.735,Sat Jul 07 04:15:02.501 2018,0,0,0,0,
5.738,Sat Jul 07 04:15:02.504 2018,0,0,0,0,
5.763,Sat Jul 07 04:15:02.529 2018,0,0,0,0,
5.788,Sat Jul 07 04:15:02.554 2018,0,0,0,0,
5.813,Sat Jul 07 04:15:02.579 2018,0,0,0,0,
5.838,Sat Jul 07 04:15:02.604 2018,0,0,0,0,
5.871,Sat Jul 07 04:15:02.637 2018,0,0,0,0,
5.889,Sat Jul 07 04:15:02.655 2018,0,0,0,0,
5.914,Sat Jul 07 04:15:02.681 2018,0,0,0,0,
5.939,Sat Jul 07 04:15:02.706 2018,0,0,0,0,
5.964,Sat Jul 07 04:15:02.731 2018,0,0,0,0,
5.989,Sat Jul 07 04:15:02.756 2018,0,0,0,0,
6.014,Sat Jul 07 04:15:02.781 2018,0,0,0,0,
6.039,Sat Jul 07 04:15:02.806 2018,0,0,0,0,
6.064,Sat Jul 07 04:15:02.830 2018,0,0,0,0,
6.069,Sat Jul 07 04:15:02.835 2018,0,0,0,0,
6.09,Sat Jul 07 04:15:02.856 2018,0,0,0,0,
6.093,Sat Jul 07 04:15:02.859 2018,0,0,0,0,
6.096,Sat Jul 07 04:15:02.861 2018,0,0,0,0,
6.098,Sat Jul 07 04:15:02.864 2018,0,0,0,0,
6.101,Sat Jul 07 04:15:02.867 2018,0,0,0,0,
6.136,Sat Jul 07 04:15:02.902 2018,0,0,0,0,
6.14,Sat Jul 07 04:15:02.906 2018,0,0,0,0,
6.143,Sat Jul 07 04:15:02.908 2018,0,0,0,0,
6.145,Sat Jul 07 04:15:02.911 2018,0,0,0,0,
6.148,Sat Jul 07 04:15:02.914 2018,0,0,0,0,
6.162,Sat Jul 07 04:15:02.928 2018,0,0,0,0,
6.187,Sat Jul 07 04:15:02.953 2018,0,0,0,0,
6.212,Sat Jul 07 04:15:02.978 2018,0,0,0,0,
6.237,Sat Jul 07 04:15:03.003 2018,0,0,0,0,
6.259,Sat Jul 07 04:15:03.026 2018,0,0,0,0,
6.262,Sat Jul 07 04:15:03.029 2018,0,0,0,0,
6.265,Sat Jul 07 04:15:03.031 2018,0,0,0,0,
6.268,Sat Jul 07 04:15:03.035 2018,0,0,0,0,
6.271,Sat Jul 07 04:15:03.037 2018,0,0,0,0,
6.274,Sat Jul 07 04:15:03.041 2018,0,0,0,0,
6.278,Sat Jul 07 04:15:03.044 2018,0,0,0,0,
6.282,Sat Jul 07 04:15:03.049 2018,0,0,0,0,
6.285,Sat Jul 07 04:15:03.051 2018,0,0,0,0,
6.29,Sat Jul 07 04:15:03.056 2018,0,0,0,0,
6.293,Sat Jul 07 04:15:03.059 2018,0,0,0,0,
6.296,Sat Jul 07 04:15:03.062 2018,0,0,0,0,
6.302,Sat Jul 07 04:15:03.068 2018,0,0,0,0,
6.327,Sat Jul 07 04:15:03.093 2018,0,0,0,0,
6.352,Sat Jul 07 04:15:03.118 2018,0,0,0,0,
6.379,Sat Jul 07 04:15:03.146 2018,0,0,0,0,
6.404,Sat Jul 07 04:15:03.171 2018,0,0,0,0,
6.429,Sat Jul 07 04:15:03.195 2018,0,0,0,0,
6.455,Sat Jul 07 04:15:03.221 2018,0,0,0,0,
6.48,Sat Jul 07 04:15:03.246 2018,0,0,0,0,
6.505,Sat Jul 07 04:15:03.271 2018,0,0,0,0,
6.53,Sat Jul 07 04:15:03.296 2018,0,0,0,0,
6.556,Sat Jul 07 04:15:03.322 2018,0,0,0,0,
6.58,Sat Jul 07 04:15:03.347 2018,0,0,0,0,
6.608,Sat Jul 07 04:15:03.374 2018,0,0,0,0,
6.611,Sat Jul 07 04:15:03.377 2018,0,0,0,0,
6.634,Sat Jul 07 04:15:03.400 2018,0,0,0,0,
6.649,Sat Jul 07 04:15:03.416 2018,0,0,0,0,
6.652,Sat Jul 07 04:15:03.419 2018,0,0,0,0,
6.656,Sat Jul 07 04:15:03.422 2018,0,0,0,0,
6.659,Sat Jul 07 04:15:03.425 2018,0,0,0,0,
6.662,Sat Jul 07 04:15:03.428 2018,0,0,0,0,
6.665,Sat Jul 07 04:15:03.431 2018,0,0,0,0,
6.669,Sat Jul 07 04:15:03.435 2018,0,0,0,0,
6.672,Sat Jul 07 04:15:03.439 2018,0,0,0,0,
6.675,Sat Jul 07 04:15:03.441 2018,0,0,0,0,
6.679,Sat Jul 07 04:15:03.445 2018,0,0,0,0,
6.682,Sat Jul 07 04:15:03.448 2018,0,0,0,0,
6.686,Sat Jul 07 04:15:03.453 2018,0,0,0,0,
6.69,Sat Jul 07 04:15:03.456 2018,0,0,0,0,
6.696,Sat Jul 07 04:15:03.462 2018,0,0,0,0,
6.721,Sat Jul 07 04:15:03.487 2018,0,0,0,0,
6.745,Sat Jul 07 04:15:03.512 2018,0,0,0,0,
6.771,Sat Jul 07 04:15:03.537 2018,0,0,0,0,
6.797,Sat Jul 07 04:15:03.562 2018,0,0,0,0,
6.822,Sat Jul 07 04:15:03.587 2018,0,0,0,0,
6.831,Sat Jul 07 04:15:03.596 2018,0,0,0,0,
6.833,Sat Jul 07 04:15:03.599 2018,0,0,0,0,
6.836,Sat Jul 07 04:15:03.602 2018,0,0,0,0,
6.839,Sat Jul 07 04:15:03.605 2018,0,0,0,0,
6.842,Sat Jul 07 04:15:03.608 2018,0,0,0,0,
6.845,Sat Jul 07 04:15:03.611 2018,0,0,0,0,
6.848,Sat Jul 07 04:15:03.614 2018,0,0,0,0,
6.852,Sat Jul 07 04:15:03.618 2018,0,0,0,0,
6.855,Sat Jul 07 04:15:03.621 2018,0,0,0,0,
6.858,Sat Jul 07 04:15:03.624 2018,0,0,0,0,
6.861,Sat Jul 07 04:15:03.627 2018,0,0,0,0,
6.864,Sat Jul 07 04:15:03.630 2018,0,0,0,0,
6.873,Sat Jul 07 04:15:03.639 2018,0,0,0,0,
6.898,Sat Jul 07 04:15:03.664 2018,0,0,0,0,
6.923,Sat Jul 07 04:15:03.689 2018,0,0,0,0,
6.948,Sat Jul 07 04:15:03.714 2018,0,0,0,0,
6.976,Sat Jul 07 04:15:03.742 2018,0,0,0,0,
6.982,Sat Jul 07 04:15:03.749 2018,0,0,0,0,
7.002,Sat Jul 07 04:15:03.768 2018,0,0,0,0,
7.027,Sat Jul 07 04:15:03.793 2018,0,0,0,0,
7.053,Sat Jul 07 04:15:03.819 2018,0,0,0,0,
7.078,Sat Jul 07 04:15:03.844 2018,0,0,0,0,
7.103,Sat Jul 07 04:15:03.869 2018,0,0,0,0,
7.128,Sat Jul 07 04:15:03.894 2018,0,0,0,0,
7.153,Sat Jul 07 04:15:03.919 2018,0,0,0,0,
7.178,Sat Jul 07 04:15:03.944 2018,0,0,0,0,
7.203,Sat Jul 07 04:15:03.969 2018,0,0,0,0,
7.211,Sat Jul 07 04:15:03.976 2018,0,0,0,0,
7.214,Sat Jul 07 04:15:03.980 2018,0,0,0,0,
7.217,Sat Jul 07 04:15:03.983 2018,0,0,0,0,
7.22,Sat Jul 07 04:15:03.986 2018,0,0,0,0,
7.222,Sat Jul 07 04:15:03.988 2018,0,0,0,0,
7.226,Sat Jul 07 04:15:03.991 2018,0,0,0,0,
7.229,Sat Jul 07 04:15:03.995 2018,0,0,0,0,
7.232,Sat Jul 07 04:15:03.998 2018,0,0,0,0,
7.236,Sat Jul 07 04:15:04.001 2018,0,0,0,0,
7.238,Sat Jul 07 04:15:04.004 2018,0,0,0,0,
7.242,Sat Jul 07 04:15:04.007 2018,0,0,0,0,
7.244,Sat Jul 07 04:15:04.010 2018,0,0,0,0,
7.249,Sat Jul 07 04:15:04.015 2018,0,0,0,0,
7.274,Sat Jul 07 04:15:04.040 2018,0,0,0,0,
7.299,Sat Jul 07 04:15:04.065 2018,0,0,0,0,
7.325,Sat Jul 07 04:15:04.091 2018,0,0,0,0,
7.349,Sat Jul 07 04:15:04.115 2018,0,0,0,0,
7.374,Sat Jul 07 04:15:04.140 2018,0,0,0,0,
7.387,Sat Jul 07 04:15:04.153 2018,0,0,0,0,
7.391,Sat Jul 07 04:15:04.157 2018,0,0,0,0,
7.395,Sat Jul 07 04:15:04.161 2018,0,0,0,0,
7.397,Sat Jul 07 04:15:04.164 2018,0,0,0,0,
7.401,Sat Jul 07 04:15:04.167 2018,0,0,0,0,
7.404,Sat Jul 07 04:15:04.170 2018,0,0,0,0,
7.407,Sat Jul 07 04:15:04.173 2018,0,0,0,0,
7.41,Sat Jul 07 04:15:04.176 2018,0,0,0,0,
7.412,Sat Jul 07 04:15:04.179 2018,0,0,0,0,
7.415,Sat Jul 07 04:15:04.181 2018,0,0,0,0,
7.418,Sat Jul 07 04:15:04.184 2018,0,0,0,0,
7.428,Sat Jul 07 04:15:04.194 2018,0,0,0,0,
7.446,Sat Jul 07 04:15:04.212 2018,0,0,0,0,
7.449,Sat Jul 07 04:15:04.215 2018,0,0,0,0,
7.452,Sat Jul 07 04:15:04.219 2018,0,0,0,0,
7.456,Sat Jul 07 04:15:04.223 2018,0,0,0,0,
7.461,Sat Jul 07 04:15:04.227 2018,0,0,0,0,
7.464,Sat Jul 07 04:15:04.230 2018,0,0,0,0,
7.467,Sat Jul 07 04:15:04.233 2018,0,0,0,0,
7.47,Sat Jul 07 04:15:04.237 2018,0,0,0,0,
7.473,Sat Jul 07 04:15:04.240 2018,0,0,0,0,
7.477,Sat Jul 07 04:15:04.243 2018,0,0,0,0,
7.486,Sat Jul 07 04:15:04.252 2018,0,0,0,0,
7.489,Sat Jul 07 04:15:04.255 2018,0,0,0,0,
7.512,Sat Jul 07 04:15:04.278 2018,0,0,0,0,
7.526,Sat Jul 07 04:15:04.292 2018,0,0,0,0,
7.53,Sat Jul 07 04:15:04.296 2018,0,0,0,0,
7.533,Sat Jul 07 04:15:04.299 2018,0,0,0,0,
7.544,Sat Jul 07 04:15:04.310 2018,0,0,0,0,
7.552,Sat Jul 07 04:15:04.318 2018,0,0,0,0,
7.564,Sat Jul 07 04:15:04.330 2018,0,0,0,0,
7.572,Sat Jul 07 04:15:04.338 2018,0,0,0,0,
7.581,Sat Jul 07 04:15:04.346 2018,0,0,0,0,
7.588,Sat Jul 07 04:15:04.354 2018,0,0,0,0,
7.599,Sat Jul 07 04:15:04.365 2018,0,0,0,0,
7.609,Sat Jul 07 04:15:04.375 2018,0,0,0,0,
7.619,Sat Jul 07 04:15:04.385 2018,0,0,0,0,
7.629,Sat Jul 07 04:15:04.395 2018,0,0,0,0,
7.642,Sat Jul 07 04:15:04.408 2018,0,0,0,0,
7.65,Sat Jul 07 04:15:04.416 2018,0,0,0,0,
7.662,Sat Jul 07 04:15:04.428 2018,0,0,0,0,
7.672,Sat Jul 07 04:15:04.438 2018,0,0,0,0,
7.683,Sat Jul 07 04:15:04.449 2018,0,0,0,0,
7.693,Sat Jul 07 04:15:04.459 2018,0,0,0,0,
7.703,Sat Jul 07 04:15:04.469 2018,0,0,0,0,
7.713,Sat Jul 07 04:15:04.479 2018,0,0,0,0,
7.724,Sat Jul 07 04:15:04.490 2018,0,0,0,0,
7.734,Sat Jul 07 04:15:04.500 2018,0,0,0,0,
7.744,Sat Jul 07 04:15:04.510 2018,0,0,0,0,
7.753,Sat Jul 07 04:15:04.519 2018,0,0,0,0,
7.764,Sat Jul 07 04:15:04.531 2018,0,0,0,0,
7.774,Sat Jul 07 04:15:04.541 2018,0,0,0,0,
7.784,Sat Jul 07 04:15:04.551 2018,0,0,0,0,
7.876,Sat Jul 07 04:15:04.642 2018,0,0,0,0,
7.88,Sat Jul 07 04:15:04.646 2018,0,0,0,0,
7.884,Sat Jul 07 04:15:04.651 2018,0,0,0,0,
7.89,Sat Jul 07 04:15:04.657 2018,0,0,0,0,
7.9,Sat Jul 07 04:15:04.666 2018,0,0,0,0,
7.909,Sat Jul 07 04:15:04.676 2018,0,0,0,0,
7.921,Sat Jul 07 04:15:04.686 2018,0,0,0,0,
11.891,Sat Jul 07 04:15:08.657 2018,0,0,0,0,
