"Response ID","Time Started","Date Submitted","Status","Contact ID","Legacy Comments","Comments","Language","Referer","Extended Referer","SessionID","User Agent","Extended User Agent","Tags","IP Address","Longitude","Latitude","Country","City","State/Region","Postal","Your participant ID:","Your age:","Gender:","Your nationality:","Others, please specify:Your nationality:","Your native language:","Others, please specify:Your native language:","Your education level:","Your occupation:","Your proficiency of writing English:","Your frequency of using Email in your daily work and life:","1. In the last month, how often have you been upset because of something that happened unexpectedly?","2.Â In the last month, how often have you felt that you were unable to control the important things in your life?","3. In the last month, how often have you felt nervous and stressed?","4. In the last month, how often have you felt confident about your ability to handle your personal problems?","5. In the last month, how often have you felt that things were going your way?","6. In the last month, how often have you found that you could not cope with all the things that you had to do?","7. In the last month, how often have you been able to control irritations in your life?","8. In the last month, how often have you felt that you were on top of things?","9. In the last month, how often have you been angered because of things that were outside of your control?","10. In the last month, how often have you felt difficulties were piling up so high that you could not overcome them?"
"91","Jul 25, 2018 12:31:00 pm","Jul 25, 2018 12:32:43 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T035","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T035","1532536187_5b58a57b4722e9.72145819","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","129.7.106.83","-95.434196472168","29.833999633789","United States","Houston","TX","77204","T035","49","2","1","","1","","2","1","6","4","2","2","3","2","2","1","3","2","2","1"
"92","Jul 25, 2018 4:41:35 pm","Jul 25, 2018 4:43:47 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T098","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T098","1532551248_5b58e050da9759.75811694","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.194.142.236","-96.283699035645","30.566999435425","United States","College Station","TX","77845","T098","49","2","1","","1","","3","3","7","7","1","1","4","2","3","2","3","2","2","1"
"93","Jul 26, 2018 2:46:26 pm","Jul 26, 2018 2:48:29 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T011","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T011","1532630693_5b5a16a5456e54.58764252","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","129.7.106.80","-95.434196472168","29.833999633789","United States","Houston","TX","77204","T011","24","2","1","","2","Spanish","2","1","7","5","0","0","1","4","3","0","3","4","0","0"
"94","Jul 27, 2018 1:55:18 pm","Jul 27, 2018 1:56:22 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T130","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T130","1532714091_5b5b5c6bedc668.56122236","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T130","22","2","1","","1","","2","1","7","5","2","3","4","3","3","2","2","2","3","2"
"95","Jul 27, 2018 3:05:30 pm","Jul 27, 2018 3:07:33 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T046","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T046","1532718279_5b5b6cc7149791.83795789","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","129.7.106.80","-95.434196472168","29.833999633789","United States","Houston","TX","77204","T046","18","1","1","","1","","2","1","4","3","2","3","4","2","1","0","2","0","4","2"
"96","Jul 30, 2018 1:40:19 pm","Jul 30, 2018 1:41:09 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T160","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T160","1532972393_5b5f4d6980a692.91074074","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T160","19","2","1","","1","","2","1","7","6","3","4","3","2","2","1","2","2","3","3"
"97","Aug 1, 2018 12:06:04 pm","Aug 1, 2018 12:07:13 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T017","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T017","1533139523_5b61da432a5341.78516761","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","129.7.106.80","-95.434196472168","29.833999633789","United States","Houston","TX","77204","T019","20","2","1","","1","","1","1","6","7","3","2","2","2","2","1","1","2","1","2"
"99","Aug 1, 2018 1:38:36 pm","Aug 1, 2018 1:39:22 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T132","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T132","1533145106_5b61f012519fd1.55209320","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T132","25","2","1","","1","","4","2","7","7","2","3","4","1","2","2","1","2","3","3"
"100","Aug 1, 2018 4:37:48 pm","Aug 1, 2018 4:38:47 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T145","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T145","1533155860_5b621a1452b339.30168571","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T145","21","1","1","","1","","2","1","7","7","3","3","2","4","3","2","2","3","2","1"
"101","Aug 3, 2018 3:42:58 pm","Aug 3, 2018 3:43:56 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T021","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T021","1533325343_5b64b01f710b83.39192484","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","129.7.106.80","-95.434196472168","29.833999633789","United States","Houston","TX","77204","T021","22","2","1","","2","farsi","2","1","5","6","2","3","2","2","3","3","2","1","4","3"
"102","Aug 3, 2018 5:00:30 pm","Aug 3, 2018 5:01:54 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T146","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T146","1533329995_5b64c24b3a6392.36562230","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T146","20","2","1","","1","","2","1","7","5","2","2","3","4","3","1","3","2","2","1"
"103","Aug 4, 2018 4:38:10 pm","Aug 4, 2018 4:39:12 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T148","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T148","1533415058_5b660e922e4d80.58938332","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T148","20","2","1","","1","","2","1","7","7","2","3","4","2","1","2","2","2","3","3"
"104","Aug 6, 2018 11:58:43 am","Aug 6, 2018 12:00:44 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T051","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T051","1533571075_5b687003bcb3c9.86798439","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","129.7.106.80","-95.434196472168","29.833999633789","United States","Houston","TX","77204","T051","23","2","1","","1","","2","1","7","7","4","3","3","2","2","4","2","2","3","4"
"105","Aug 6, 2018 7:13:00 pm","Aug 6, 2018 7:13:52 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T180","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T180","1533597148_5b68d5dcf383d0.93740219","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T180","20","2","1","","1","","2","1","7","7","2","2","3","3","2","2","3","3","1","2"
"106","Aug 8, 2018 12:05:53 pm","Aug 8, 2018 12:06:48 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T037","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T037","1533744325_5b6b14c59a7dc7.88541329","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","129.7.106.80","-95.434196472168","29.833999633789","United States","Houston","TX","77204","T037","22","2","1","","1","","2","1","6","6","1","0","1","3","3","1","3","3","1","1"
"108","Aug 9, 2018 11:47:38 am","Aug 9, 2018 11:49:32 am","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T023","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T023","1533829606_5b6c61e6674188.13515753","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","129.7.106.80","-95.434196472168","29.833999633789","United States","Houston","TX","77204","T023","23","2","2","cuba","2","Spanish","2","1","7","7","2","2","2","3","3","1","2","3","2","1"
"109","Aug 13, 2018 11:40:31 am","Aug 13, 2018 11:42:17 am","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T162","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T162","1534174787_5b71a643598d17.44334536","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T162","20","2","1","","1","","2","1","7","7","3","0","3","2","2","2","2","3","3","2"
"110","Aug 14, 2018 1:40:36 pm","Aug 14, 2018 1:41:59 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T171","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T171","1534268398_5b7313ee60bd22.77141973","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T171","19","1","1","","1","","2","1","7","7","3","2","3","3","2","4","3","2","4","3"
"112","Aug 22, 2018 4:47:11 pm","Aug 22, 2018 4:48:26 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T133","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T133","1534970780_5b7dcb9cd4b285.44630671","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","","128.195.50.245","-97.821998596191","37.750999450684","United States","","","","T133","18","1","2","INDIA","1","","2","1","7","7","2","3","3","3","2","1","1","2","3","2"
"113","Aug 29, 2018 11:45:11 am","Aug 29, 2018 11:46:03 am","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T174","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T174","1535557483_5b86bf6b6c5f76.48851348","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T174","22","2","1","","1","","2","1","7","7","1","3","2","3","2","1","3","2","1","1"
"114","Sep 4, 2018 2:01:37 pm","Sep 4, 2018 2:02:39 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T113","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T113","1536084071_5b8ec867c97c13.19832266","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","","128.194.142.236","-96.488700866699","30.691299438477","United States","Bryan","TX","77807","T113","18","2","1","","1","","2","1","7","6","2","3","2","2","1","2","3","3","2","2"
"115","Sep 4, 2018 3:24:35 pm","Sep 4, 2018 3:25:22 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T041","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T041","1536089052_5b8edbdcc37cb4.95918734","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.81","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.81 Safari/537.36","","129.7.106.80","-95.434196472168","29.833999633789","United States","Houston","TX","77204","T041","22","3","1","","1","","2","1","7","7","2","2","3","3","3","1","3","4","2","1"
"117","Sep 4, 2018 4:37:07 pm","Sep 4, 2018 4:38:14 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T099","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T099","1536093423_5b8eecef10a930.32925677","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","","128.194.142.236","-96.488700866699","30.691299438477","United States","Bryan","TX","77807","T099","20","1","1","","1","","2","1","7","7","1","1","2","3","3","1","3","4","2","0"
"118","Sep 5, 2018 11:10:04 am","Sep 5, 2018 11:11:03 am","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T100","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T100","1536160170_5b8ff1aab68356.62478952","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","","128.194.142.236","-96.488700866699","30.691299438477","United States","Bryan","TX","77807","T100","19","2","1","","1","","1","1","7","7","3","2","4","3","4","3","3","4","4","3"
"119","Sep 5, 2018 2:01:34 pm","Sep 5, 2018 2:02:20 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T114","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T114","1536170463_5b9019df99f456.34781393","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","","128.194.142.236","-96.488700866699","30.691299438477","United States","Bryan","TX","77807","T114","19","2","1","","1","","1","1","7","7","2","1","3","2","3","2","2","3","2","1"
"120","Sep 5, 2018 4:34:46 pm","Sep 5, 2018 4:35:45 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T150","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T150","1536179658_5b903dca12fa51.31686681","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T150","20","2","1","","1","","2","1","7","6","2","2","2","3","3","1","2","2","2","2"
"121","Sep 5, 2018 4:41:12 pm","Sep 5, 2018 4:42:06 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T068","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T068","1536180043_5b903f4b4f9524.26523073","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","","128.194.142.236","-96.488700866699","30.691299438477","United States","Bryan","TX","77807","T068","22","2","1","","1","","2","2","7","7","3","2","3","2","2","2","2","3","3","2"
"122","Sep 6, 2018 2:03:03 pm","Sep 6, 2018 2:04:22 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T085","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T085","1536256946_5b916bb21f8fa4.63386505","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","","128.194.142.236","-96.488700866699","30.691299438477","United States","Bryan","TX","77807","T085","21","1","2","Indian","1","","1","1","7","7","2","1","3","3","4","2","3","3","2","1"
"123","Sep 7, 2018 3:10:24 pm","Sep 7, 2018 3:11:30 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T115","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T115","1536347392_5b92cd00303d54.93493854","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","","128.194.142.236","-96.488700866699","30.691299438477","United States","Bryan","TX","77807","T115","19","2","1","","1","","2","1","7","5","1","1","1","4","4","1","4","3","1","0"
"124","Sep 7, 2018 4:38:32 pm","Sep 7, 2018 4:39:24 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T200","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T200","1536352675_5b92e1a3e28c76.91373909","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T200","20","2","1","","1","","2","1","7","6","2","2","2","2","2","2","3","3","3","1"
"125","Sep 7, 2018 5:40:36 pm","Sep 7, 2018 5:42:06 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T116","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T116","1536356413_5b92f03d4add03.10130641","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","","128.194.142.236","-96.488700866699","30.691299438477","United States","Bryan","TX","77807","T116","28","1","1","","1","","3","2","7","7","1","0","2","4","3","0","3","4","1","1"
"126","Sep 7, 2018 7:13:40 pm","Sep 7, 2018 7:15:02 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T198","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T198","1536361962_5b9305eac2a477.75435397","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T198","20","2","1","","1","","2","1","4","7","3","3","2","3","2","2","3","2","2","1"
"128","Sep 11, 2018 1:03:39 pm","Sep 11, 2018 1:03:44 pm","Partial","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1","1536685407_5b97f55fe2a428.18210420","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0","","129.7.106.83","-95.434196472168","29.833999633789","United States","Houston","TX","77204","T096","","1","","","","","","","","","","","","","","","","","",""
"129","Sep 11, 2018 8:58:42 pm","Sep 11, 2018 8:59:08 pm","Partial","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1","1536713911_5b9864b7f01815.28388212","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0","","73.76.228.235","-95.409896850586","29.752700805664","United States","Houston","TX","77019","T082","","1","","","","","","","","","","","","","","","","","",""
